0056,元大高股息,市,12月12日,,35.58,0.11,0.31,"25,499",908,35.47,35.65,35.67,35.56,0.31,,,    ,    ,    ,    ,    
006205,富邦上証,市,12月12日,,27.67,0.31,1.13,769,21.3,27.36,27.53,27.76,27.53,0.84,,,    ,    ,    ,    ,    
006206,元大上證50,市,12月12日,,26.45,0.35,1.34,189,5,26.1,26.31,26.51,26.31,0.77,,,    ,    ,    ,    ,    
00633L,富邦上証正2,市,12月12日,,29.2,0.73,2.56,"6,384",187,28.47,29.25,29.42,28.98,1.55,,,    ,    ,    ,    ,    
00640L,富邦日本正2,市,12月12日,,41.96,-0.04,-0.1,748,31.6,42,42.4,42.5,41.93,1.36,,,    ,    ,    ,    ,    
00645,富邦日本,市,12月12日,,32.1,0,0,609,19.6,32.1,32.23,32.27,32.05,0.69,,,    ,    ,    ,    ,    
00646,元大S&P500,市,12月12日,,45.35,0.23,0.51,"2,094",94.9,45.12,45.1,45.37,45.1,0.6,,,    ,    ,    ,    ,    
00652,富邦印度,市,12月12日,,34.48,0.13,0.38,211,7.26,34.35,34.35,34.53,34.35,0.52,,,    ,    ,    ,    ,    
00657,國泰日經225,市,12月12日,,38.75,0.05,0.13,282,11,38.7,38.93,38.96,38.75,0.54,,,    ,    ,    ,    ,    
00660,元大歐洲50,市,12月12日,,32.87,0,0,29,0.96,32.87,32.9,33.06,32.87,0.58,,,    ,    ,    ,    ,    
00661,元大日經225,市,12月12日,,41.81,-0.04,-0.1,"1,107",46.4,41.85,42.03,42.1,41.81,0.69,,,    ,    ,    ,    ,    
00668,國泰美國道瓊,市,12月12日,,41.71,0.15,0.36,61,2.54,41.56,41.64,41.72,41.64,0.19,,,    ,    ,    ,    ,    
00679B,元大美債20年,櫃,12月12日,,29.9,0,0,"36,943","1,103",29.9,29.89,29.93,29.8,0.43,,,    ,    ,    ,    ,    
00687B,國泰20年美債,櫃,12月12日,,31.18,0.01,0.03,"75,781","2,357",31.17,31.15,31.18,31.05,0.42,,,    ,    ,    ,    ,    
00690,兆豐藍籌30,市,12月12日,,28.35,0.01,0.04,501,14.2,28.34,28.47,28.59,28.34,0.88,,,    ,    ,    ,    ,    
00692,富邦公司治理,市,12月12日,,31.73,0.09,0.28,"2,557",81.2,31.64,31.81,31.84,31.67,0.54,,,    ,    ,    ,    ,    
00693U,期街口S&P黃豆,市,12月12日,,27.42,0.34,1.26,76,2.09,27.08,27.54,27.6,27.42,0.66,,,    ,    ,    ,    ,    
00694B,富邦美債1-3,櫃,12月12日,,39.93,0.02,0.05,194,7.74,39.91,39.92,39.94,39.9,0.1,,,    ,    ,    ,    ,    
00695B,富邦美債7-10,櫃,12月12日,,34.51,0.06,0.17,178,6.14,34.45,34.45,34.52,34.42,0.29,,,    ,    ,    ,    ,    
00696B,富邦美債20年,櫃,12月12日,,31.58,-0.01,-0.03,"5,994",189,31.59,31.49,31.6,31.47,0.41,,,    ,    ,    ,    ,    
00697B,元大美債7-10,櫃,12月12日,,35.35,0.04,0.11,120,4.24,35.31,35.26,35.36,35.26,0.28,,,    ,    ,    ,    ,    
00701,國泰股利精選30,市,12月12日,,26.13,0.06,0.23,944,24.7,26.07,26.11,26.13,26.06,0.27,,,    ,    ,    ,    ,    
00707R,期元大S&P日圓反1,市,12月12日,,27.1,0.07,0.26,3,0.08,27.03,27.04,27.1,27.04,0.22,,,    ,    ,    ,    ,    
00708L,期元大S&P黃金正2,市,12月12日,,25.98,-0.32,-1.22,963,25,26.3,25.96,26,25.89,0.42,,,    ,    ,    ,    ,    
00709,富邦歐洲,市,12月12日,,26.21,0.17,0.65,48,1.25,26.04,26.12,26.21,26.12,0.35,,,    ,    ,    ,    ,    
00719B,元大美債1-3,櫃,12月12日,,31.07,0.01,0.03,991,30.8,31.06,31.07,31.08,31.03,0.16,,,    ,    ,    ,    ,    
00720B,元大投資級公司債,櫃,12月12日,,35.03,0.05,0.14,"17,118",599,34.98,34.97,35.03,34.92,0.31,,,    ,    ,    ,    ,    
00721B,元大中國債3-5,櫃,12月12日,,44.66,-0.15,-0.33,54,2.4,44.81,44.85,44.85,44.66,0.42,,,    ,    ,    ,    ,    
00722B,群益投資級電信債,櫃,12月12日,,37.96,0.06,0.16,"4,367",165,37.9,37.9,37.96,37.82,0.37,,,    ,    ,    ,    ,    
00723B,群益投資級科技債,櫃,12月12日,,34.03,-0.05,-0.15,179,6.09,34.08,33.92,34.03,33.89,0.41,,,    ,    ,    ,    ,    
00724B,群益投資級金融債,櫃,12月12日,,33.81,0.08,0.24,"3,570",120,33.73,33.78,33.82,33.68,0.42,,,    ,    ,    ,    ,    
00725B,國泰投資級公司債,櫃,12月12日,,37.24,0.04,0.11,"1,655",61.6,37.2,37.17,37.24,37.13,0.3,,,    ,    ,    ,    ,    
00726B,國泰5Y+新興債,櫃,12月12日,,33.69,-0.01,-0.03,309,10.4,33.7,33.7,33.72,33.55,0.5,,,    ,    ,    ,    ,    
00727B,國泰1-5Y非投等債,櫃,12月12日,,38.71,-0.02,-0.05,148,5.74,38.73,38.63,38.71,38.63,0.21,,,    ,    ,    ,    ,    
00728,第一金工業30,市,12月12日,,27.04,0.05,0.19,798,21.6,26.99,27.1,27.18,27,0.67,,,    ,    ,    ,    ,    
00735,國泰臺韓科技,市,12月12日,,29.71,0.07,0.24,138,4.12,29.64,29.85,29.85,29.71,0.47,,,    ,    ,    ,    ,    
00737,國泰AI+Robo,市,12月12日,,29.88,0.23,0.78,163,4.88,29.65,29.79,29.9,29.79,0.37,,,    ,    ,    ,    ,    
00740B,富邦全球投等債,櫃,12月12日,,39.84,0.04,0.1,"3,772",150,39.8,39.8,39.85,39.73,0.3,,,    ,    ,    ,    ,    
00741B,富邦全球非投等債,櫃,12月12日,,37.25,-0.03,-0.08,105,3.91,37.28,37.23,37.25,37.23,0.05,,,    ,    ,    ,    ,    
00746B,富邦A級公司債,櫃,12月12日,,36.59,0.01,0.03,"3,693",135,36.58,36.46,36.62,36.46,0.44,,,    ,    ,    ,    ,    
00749B,凱基新興債10+,櫃,12月12日,,31.6,-0.02,-0.06,101,3.18,31.62,31.6,31.6,31.6,0,,,    ,    ,    ,    ,    
00750B,凱基科技債10+,櫃,12月12日,,35.34,0.01,0.03,100,3.53,35.33,35.34,35.34,35.34,0,,,    ,    ,    ,    ,    
00751B,元大AAA至A公司債,櫃,12月12日,,34.94,0.02,0.06,"19,253",671,34.92,34.87,34.94,34.81,0.37,,,    ,    ,    ,    ,    
00754B,群益AAA-AA公司債,櫃,12月12日,,36.57,-0.01,-0.03,101,3.7,36.58,36.52,36.57,36.52,0.14,,,    ,    ,    ,    ,    
00755B,群益投資級公用債,櫃,12月12日,,33.9,0.06,0.18,107,3.61,33.84,33.79,33.9,33.78,0.35,,,    ,    ,    ,    ,    
00756B,群益投等新興公債,櫃,12月12日,,32.7,0.1,0.31,429,14,32.6,32.59,32.7,32.56,0.43,,,    ,    ,    ,    ,    
00761B,國泰A級公司債,櫃,12月12日,,36.89,0,0,942,34.7,36.89,36.8,36.91,36.79,0.33,,,    ,    ,    ,    ,    
00762,元大全球AI,市,12月12日,,48.38,0.17,0.35,175,8.45,48.21,48.4,48.4,48.25,0.31,,,    ,    ,    ,    ,    
00764B,群益25年美債,櫃,12月12日,,31.06,0,0,"3,890",121,31.06,31.04,31.06,30.93,0.42,,,    ,    ,    ,    ,    
00770,國泰北美科技,市,12月12日,,38.54,0.36,0.94,88,3.4,38.18,38.45,38.54,38.44,0.26,,,    ,    ,    ,    ,    
00772B,中信高評級公司債,櫃,12月12日,,35.69,0.04,0.11,"8,131",290,35.65,35.62,35.69,35.57,0.34,,,    ,    ,    ,    ,    
00773B,中信優先金融債,櫃,12月12日,,36.29,0.06,0.17,"3,332",121,36.23,36.22,36.29,36.16,0.36,,,    ,    ,    ,    ,    
00775B,新光投等債15+,市,12月12日,,33.89,0,0,8,0.26,33.89,33.86,33.89,33.86,0.09,,,    ,    ,    ,    ,    
00777B,凱基AAA至A公司債,櫃,12月12日,,35.36,0,0,100,3.54,35.36,35.36,35.36,35.36,0,,,    ,    ,    ,    ,    
00778B,凱基金融債20+,櫃,12月12日,,35.98,0.1,0.28,105,3.78,35.88,35.97,35.98,35.97,0.03,,,    ,    ,    ,    ,    
00779B,凱基美債25+,櫃,12月12日,,31.42,0.11,0.35,111,3.48,31.31,31.21,31.42,31.21,0.67,,,    ,    ,    ,    ,    
00780B,國泰A級金融債,櫃,12月12日,,35.78,-0.05,-0.14,201,7.17,35.83,35.68,35.78,35.67,0.31,,,    ,    ,    ,    ,    
00781B,國泰A級科技債,櫃,12月12日,,33.38,0.03,0.09,163,5.43,33.35,33.25,33.38,33.25,0.39,,,    ,    ,    ,    ,    
00782B,國泰A級公用債,櫃,12月12日,,32.28,0.08,0.25,225,7.26,32.2,32.2,32.29,32.14,0.47,,,    ,    ,    ,    ,    
00784B,富邦中國投等債,櫃,12月12日,,36.75,0.01,0.03,100,3.67,36.74,36.73,36.75,36.73,0.05,,,    ,    ,    ,    ,    
00785B,富邦金融投等債,櫃,12月12日,,35,0.11,0.32,101,3.53,34.89,34.9,35,34.9,0.29,,,    ,    ,    ,    ,    
00786B,元大10年IG銀行債,櫃,12月12日,,33.48,0.02,0.06,653,21.9,33.46,33.49,33.49,33.4,0.27,,,    ,    ,    ,    ,    
00787B,元大10年IG醫療債,櫃,12月12日,,34.97,-0.02,-0.06,783,27.4,34.99,34.92,35.01,34.91,0.29,,,    ,    ,    ,    ,    
00788B,元大10年IG電能債,櫃,12月12日,,31.55,0,0,662,20.9,31.55,31.47,31.55,31.46,0.29,,,    ,    ,    ,    ,    
00792B,群益A級公司債,櫃,12月12日,,33.95,-0.04,-0.12,107,3.62,33.99,33.9,33.97,33.88,0.26,,,    ,    ,    ,    ,    
00793B,群益AAA-A醫療債,櫃,12月12日,,33.1,-0.03,-0.09,111,3.66,33.13,33.09,33.1,33.07,0.09,,,    ,    ,    ,    ,    
00794B,群益7+中國政金債,櫃,12月12日,,39.11,0,0,212,8.29,39.11,39.13,39.14,39.11,0.08,,,    ,    ,    ,    ,    
00795B,中信美國公債20年,櫃,12月12日,,30.19,0,0,"9,072",273,30.19,30.15,30.21,30.07,0.46,,,    ,    ,    ,    ,    
00799B,國泰A級醫療債,櫃,12月12日,,32.64,-0.01,-0.03,123,4.01,32.65,32.5,32.66,32.5,0.49,,,    ,    ,    ,    ,    
00830,國泰費城半導體,市,12月12日,,35.69,1.19,3.45,"30,733","1,097",34.5,35.73,35.75,35.66,0.26,,,    ,    ,    ,    ,    
00831B,新光美債1-3,櫃,12月12日,,38.75,-0.05,-0.13,2,0.08,38.8,38.75,38.75,38.75,0,,,    ,    ,    ,    ,    
00834B,第一金金融債10+,櫃,12月12日,,34.09,0.07,0.21,100,3.41,34.02,34.09,34.09,34.09,0,,,    ,    ,    ,    ,    
00836B,永豐10年A公司債,櫃,12月12日,,31.2,0.02,0.06,104,3.25,31.18,31.14,31.21,31.14,0.22,,,    ,    ,    ,    ,    
00840B,凱基IG精選15+,櫃,12月12日,,31.83,-0.01,-0.03,100,3.18,31.84,31.83,31.83,31.83,0,,,    ,    ,    ,    ,    
00841B,凱基AAA-AA公司債,櫃,12月12日,,31.61,-0.01,-0.03,100,3.16,31.62,31.61,31.61,31.61,0,,,    ,    ,    ,    ,    
00842B,台新美元銀行債,櫃,12月12日,,32.5,0.04,0.12,119,3.87,32.46,32.41,32.52,32.41,0.34,,,    ,    ,    ,    ,    
00844B,新光15年IG金融債,櫃,12月12日,,32.4,0.1,0.31,2,0.06,32.3,32.4,32.4,32.4,0,,,    ,    ,    ,    ,    
00845B,富邦新興投等債,櫃,12月12日,,31.79,-0.08,-0.25,100,3.18,31.87,31.79,31.79,31.79,0,,,    ,    ,    ,    ,    
00846B,富邦歐洲銀行債,櫃,12月12日,,33.8,0.06,0.18,102,3.45,33.74,33.71,33.8,33.71,0.27,,,    ,    ,    ,    ,    
00847B,中信美國市政債,櫃,12月12日,,27.19,-0.02,-0.07,230,6.25,27.21,27.16,27.21,27.16,0.18,,,    ,    ,    ,    ,    
00848B,中信新興亞洲債,櫃,12月12日,,34.59,-0.03,-0.09,114,3.94,34.62,34.55,34.6,34.55,0.14,,,    ,    ,    ,    ,    
00849B,中信EM主權債0-5,櫃,12月12日,,36.23,-0.01,-0.03,112,4.06,36.24,36.16,36.23,36.16,0.19,,,    ,    ,    ,    ,    
00850,元大臺灣ESG永續,市,12月12日,,34,0.05,0.15,"1,924",65.5,33.95,34.12,34.15,33.96,0.56,,,    ,    ,    ,    ,    
00851,台新全球AI,市,12月12日,,36.4,0.36,1,18,0.66,36.04,36.39,36.42,36.39,0.08,,,    ,    ,    ,    ,    
00853B,統一美債10年Aa-A,櫃,12月12日,,29.56,0.03,0.1,"1,006",29.7,29.53,29.5,29.58,29.46,0.41,,,    ,    ,    ,    ,    
00856B,永豐1-3年美公債,櫃,12月12日,,38.08,0.05,0.13,107,4.08,38.03,38.04,38.09,38.04,0.13,,,    ,    ,    ,    ,    
00857B,永豐20年美公債,櫃,12月12日,,25.95,-0.01,-0.04,"5,673",147,25.96,25.91,25.96,25.85,0.42,,,    ,    ,    ,    ,    
00858,永豐美國500大,櫃,12月12日,,28.18,0.12,0.43,258,7.27,28.06,28.14,28.2,28.12,0.29,,,    ,    ,    ,    ,    
00859B,群益0-1年美債,櫃,12月12日,,41.08,0.01,0.02,126,5.18,41.07,41.05,41.09,41.05,0.1,,,    ,    ,    ,    ,    
00860B,群益1-5Y投資級債,櫃,12月12日,,37.74,-0.03,-0.08,140,5.26,37.77,37.6,37.74,37.6,0.37,,,    ,    ,    ,    ,    
00861,元大全球未來通訊,市,12月12日,,33.74,0.43,1.29,"1,062",35.8,33.31,33.64,33.84,33.64,0.6,,,    ,    ,    ,    ,    
00862B,中信投資級公司債,櫃,12月12日,,32.8,0.04,0.12,"1,483",48.6,32.76,32.73,32.81,32.7,0.34,,,    ,    ,    ,    ,    
00863B,中信全球電信債,櫃,12月12日,,33.32,-0.01,-0.03,104,3.47,33.33,33.28,33.32,33.27,0.15,,,    ,    ,    ,    ,    
00864B,中信美國公債0-1,櫃,12月12日,,43.32,-0.06,-0.14,790,34.2,43.38,43.31,43.34,43.31,0.07,,,    ,    ,    ,    ,    
00865B,國泰US短期公債,市,12月12日,,43.17,-0.11,-0.25,441,19,43.28,43.18,43.22,43.11,0.25,,,    ,    ,    ,    ,    
00867B,新光A-BBB電信債,櫃,12月12日,,32.32,0.01,0.03,209,6.76,32.31,32.33,32.33,32.32,0.03,,,    ,    ,    ,    ,    
00870B,元大15年EM主權債,櫃,12月12日,,29.52,0,0,0,0,29.52,29.52,29.52,29.52,0,,,    ,    ,    ,    ,    
00875,國泰網路資安,市,12月12日,,30.16,0.39,1.31,715,21.6,29.77,30.08,30.16,30.08,0.27,,,    ,    ,    ,    ,    
00876,元大全球5G,市,12月12日,,31.82,0.39,1.24,"1,604",51.1,31.43,31.88,31.9,31.78,0.38,,,    ,    ,    ,    ,    
00883B,中信ESG投資級債,櫃,12月12日,,32.39,0.1,0.31,272,8.79,32.29,32.27,32.39,32.26,0.4,,,    ,    ,    ,    ,    
00884B,中信低碳新興債,櫃,12月12日,,30.32,-0.07,-0.23,214,6.47,30.39,30.27,30.32,30.27,0.16,,,    ,    ,    ,    ,    
00886,永豐美國科技,櫃,12月12日,,26.25,0.37,1.43,63,1.66,25.88,26.22,26.26,26.21,0.19,,,    ,    ,    ,    ,    
00890B,凱基ESGBBB債15+,櫃,12月12日,,33.6,0.07,0.21,418,14,33.53,33.5,33.62,33.5,0.36,,,    ,    ,    ,    ,    
020007,凱基臺灣500N,市,12月12日,,36.75,0,0,0,0,36.75,36.75,36.75,36.75,0,,,    ,    ,    ,    ,    
1101,台泥,市,12月12日,,34.15,-0.25,-0.73,"9,012",308,34.4,34.4,34.4,34.1,0.87,29.7,1.13,    ,    ,    ,    ,    
1101B,台泥乙特,市,12月12日,,48.3,0.05,0.1,6,0.27,48.25,48.15,48.3,48.15,0.31,,,    ,    ,    ,    ,    
1102,亞泥,市,12月12日,,42.15,0.3,0.72,"7,371",310,41.85,42,42.2,41.9,0.72,13.8,0.89,    ,    ,    ,    ,    
1104,環泥,市,12月12日,,29.65,0.45,1.54,"2,419",71.6,29.2,29.5,29.75,29.3,1.54,8.85,0.91,    ,    ,    ,    ,    
1227,佳格,市,12月12日,,38.75,-0.35,-0.9,943,36.5,39.1,39.2,39.2,38.55,1.66,29.8,2.02,    ,    ,    ,    ,    
1233,天仁,市,12月12日,,34.75,-0.1,-0.29,2,0.07,34.85,34.75,34.75,34.75,0,30.2,2.16,    ,    ,    ,    ,    
1234,黑松,市,12月12日,,39.45,0,0,99,3.91,39.45,39.35,39.45,39.3,0.38,16.4,0.86,    ,    ,    ,    ,    
1240,茂生農經,櫃,12月12日,,47.15,0.1,0.21,25,1.18,47.05,47.05,47.65,47.05,1.28,16.8,1.45,    ,    ,    ,    ,    
1307,三芳,市,12月12日,,26.4,-0.4,-1.49,683,18,26.8,26.75,26.8,26,2.99,15.5,1.15,    ,    ,    ,    ,    
1312A,國喬特,市,12月12日,,25.75,0,0,0,0,25.75,25.75,25.75,25.75,0,,,    ,    ,    ,    ,    
1321,大洋,市,12月12日,,38.55,-0.05,-0.13,164,6.33,38.6,38.6,38.6,38.4,0.52,104,1.48,    ,    ,    ,    ,    
1323,永裕,市,12月12日,,31.15,0,0,36,1.12,31.15,31.1,31.15,31.05,0.32,22.7,1.15,    ,    ,    ,    ,    
1325,恆大,市,12月12日,,32.7,-1.8,-5.22,"1,711",56.9,34.5,34.35,34.35,32.65,4.93,81.8,1,    ,    ,    ,    ,    
1338,廣華-KY,市,12月12日,,43.8,0.95,2.22,253,10.9,42.85,43.1,43.8,42.5,3.03,,0.59,    ,    ,    ,    ,    
1402,遠東新,市,12月12日,,31,0.1,0.32,"5,382",166,30.9,31.05,31.1,30.8,0.97,27,0.76,    ,    ,    ,    ,    
1410,南染,市,12月12日,,37.45,-0.25,-0.66,144,5.41,37.7,37.7,37.95,37.2,1.99,63.5,2.19,    ,    ,    ,    ,    
1419,新紡,市,12月12日,,46.6,0.25,0.54,43,1.99,46.35,46.9,46.95,46.4,1.19,21.6,1.12,    ,    ,    ,    ,    
1423,利華,市,12月12日,,31.25,0.2,0.64,59,1.85,31.05,31.15,31.25,31.05,0.64,43.4,1.13,    ,    ,    ,    ,    
1434,福懋,市,12月12日,,25.4,0.05,0.2,653,16.6,25.35,25.55,25.55,25.35,0.79,50.8,0.78,    ,    ,    ,    ,    
1435,中福,市,12月12日,,42.4,3.85,9.99,"1,081",43.4,38.55,39.65,42.4,39.65,7.13,,6.04,    ,    ,    ,    ,    
1437,勤益控,市,12月12日,,29.75,-0.1,-0.34,821,23.6,29.85,29.75,29.85,29.7,0.5,10.5,0.81,    ,    ,    ,    ,    
1438,三地開發,市,12月12日,,30.6,0.15,0.49,110,3.35,30.45,30.6,30.7,30.45,0.82,,1.48,    ,    ,    ,    ,    
1442,名軒,市,12月12日,,37.95,-0.1,-0.26,646,24.5,38.05,38.1,38.3,37.75,1.45,18.7,2.43,    ,    ,    ,    ,    
1443,立益物流,市,12月12日,,28.7,0.2,0.7,22,0.62,28.5,28.55,28.7,28.5,0.7,21.1,2.04,    ,    ,    ,    ,    
1446,宏和,市,12月12日,,38.15,0.05,0.13,87,3.31,38.1,38.4,38.4,38.05,0.92,,3.8,    ,    ,    ,    ,    
1473,台南,市,12月12日,,29.3,-0.55,-1.84,486,14.2,29.85,30.05,30.1,28.65,4.86,14.2,1.14,    ,    ,    ,    ,    
1475,業旺,市,12月12日,,43.45,-0.05,-0.11,20,0.89,43.5,43.6,43.95,43.45,1.15,4.61,2.36,    ,    ,    ,    ,    
1504,東元,市,12月12日,,45.1,-0.6,-1.31,"9,328",423,45.7,45.55,45.8,45.1,1.53,16.5,1.2,    ,    ,    ,    ,    
1521,大億,市,12月12日,,44.7,3.55,8.63,"1,329",58.7,41.15,43.4,45.2,42.4,6.8,39.6,1.86,    ,    ,    ,    ,    
1522,堤維西,市,12月12日,,42.65,0.1,0.24,"6,183",262,42.55,43.1,43.1,41.75,3.17,14.7,1.61,    ,    ,    ,    ,    
1522A,堤維西甲特,市,12月12日,,45.1,0,0,4,0.2,45.1,45.1,45.1,45.1,0,,,    ,    ,    ,    ,    
1524,耿鼎,市,12月12日,,36.7,-0.55,-1.48,"32,940","1,225",37.25,37.8,38.3,36.5,4.83,19.6,2.29,    ,    ,    ,    ,    
1526,日馳,市,12月12日,,33.7,-0.1,-0.3,68,2.3,33.8,33.8,33.8,33.5,0.89,14,1.38,    ,    ,    ,    ,    
1527,鑽全,市,12月12日,,41.1,0.35,0.86,387,15.9,40.75,40.7,41.25,40.7,1.35,14.1,1.21,    ,    ,    ,    ,    
1529,樂事綠能,市,12月12日,,34.5,-0.25,-0.72,"4,505",158,34.75,34.8,35.95,34.4,4.46,55.6,3.04,    ,    ,    ,    ,    
1530,亞崴,市,12月12日,,32.35,0.15,0.47,48,1.55,32.2,32.3,32.35,32,1.09,13.9,0.95,    ,    ,    ,    ,    
1532,勤美,市,12月12日,,38.5,-0.1,-0.26,869,33.5,38.6,38.55,38.7,38.35,0.91,17,1.11,    ,    ,    ,    ,    
1541,錩泰,市,12月12日,,32.4,-1.1,-3.28,385,12.6,33.5,33.75,33.8,31.9,5.67,,1.34,    ,    ,    ,    ,    
1568,倉佑,市,12月12日,,35,-0.4,-1.13,"2,070",73.1,35.4,35.65,35.8,35,2.26,10.6,1.97,    ,    ,    ,    ,    
1584,精剛,櫃,12月12日,,38.4,3.05,8.63,"32,620","1,232",35.35,35.8,38.85,35.8,8.63,24.6,2.18,    ,    ,    ,    ,    
1586,和勤,櫃,12月12日,,33,-0.25,-0.75,241,7.99,33.25,33.15,33.6,32.8,2.41,,1.82,    ,    ,    ,    ,    
1595,川寶,櫃,12月12日,,37.9,0,0,35,1.33,37.9,37.95,38,37.9,0.26,27.5,0.68,    ,    ,    ,    ,    
1598,岱宇,市,12月12日,,36.25,-0.3,-0.82,346,12.6,36.55,36.65,36.95,36.25,1.92,,1.22,    ,    ,    ,    ,    
1599,宏佳騰,櫃,12月12日,,34.6,-0.25,-0.72,94,3.24,34.85,34.85,34.85,34.55,0.86,27.7,1.28,    ,    ,    ,    ,    
1603,華電,市,12月12日,,39.75,1.25,3.25,"9,864",386,38.5,39,40.15,38.4,4.55,15.5,1.02,    ,    ,    ,    ,    
1604,聲寶,市,12月12日,,28.85,0,0,230,6.64,28.85,28.8,28.9,28.75,0.52,15.3,1.29,    ,    ,    ,    ,    
1605,華新,市,12月12日,,37.45,0.65,1.77,"16,747",627,36.8,37.2,37.6,37.1,1.36,26.8,1.05,    ,    ,    ,    ,    
1609,大亞,市,12月12日,,35.6,-0.2,-0.56,"28,645","1,034",35.8,36.15,36.75,35.6,3.21,8.68,1.86,    ,    ,    ,    ,    
1612,宏泰,市,12月12日,,30.25,0.75,2.54,"36,976","1,133",29.5,30.3,31.75,29.9,6.27,16.4,1.32,    ,    ,    ,    ,    
1614,三洋電,市,12月12日,,38.1,0,0,66,2.52,38.1,38,38.25,37.95,0.79,31.2,1.8,    ,    ,    ,    ,    
1615,大山,市,12月12日,,45.95,4.15,9.93,"3,068",141,41.8,45.9,45.95,45.3,1.56,14.3,2.7,    ,    ,    ,    ,    
1618,合機,市,12月12日,,36.9,0.6,1.65,"64,986","2,469",36.3,38.1,39.8,36.6,8.82,22.9,1.49,    ,    ,    ,    ,    
1702,南僑,市,12月12日,,49.65,-0.35,-0.7,746,37.1,50,50.2,50.4,49.45,1.9,16.1,1.28,    ,    ,    ,    ,    
1708,東鹼,市,12月12日,,32.55,0.05,0.15,329,10.7,32.5,32.5,32.85,32.5,1.08,,1.25,    ,    ,    ,    ,    
1712,興農,市,12月12日,,38.1,0.15,0.4,708,26.9,37.95,38,38.1,37.9,0.53,14.8,1.93,    ,    ,    ,    ,    
1713,國化,市,12月12日,,41.75,-0.85,-2,287,12,42.6,42.35,42.6,40.95,3.87,16.8,2.27,    ,    ,    ,    ,    
